FailureToTreatPercentage,UnnecessaryUsePercentage
0.0,0.8382854556329717
0.0001293263712636803,0.81326161108327
0.0002162983559385053,0.8036929145314343
0.0003150713719911411,0.790124072487431
0.0003718941463651207,0.77869630934868
0.0004850547212208409,0.7672885917974749
0.0005361386378699946,0.7632861022648281
0.0005747748912850192,0.7597043275836984
0.0007035354596744208,0.7491095071048675
0.0008792576666289464,0.7422889151134031
0.0009600866486687466,0.7386929145314344
0.0010377633004089947,0.7338633020255743
0.0011558544431691427,0.7284609353529801
0.0012366025962269032,0.7256427520651805
0.0012926170807804845,0.7229917231122391
0.001336183902099937,0.7212020886208959
0.0014486978450993387,0.7176862703891106
0.0015549071274996362,0.7141537205580433
0.0016797879047511274,0.7105543251588289
0.0017735495239172957,0.7078831697893597
0.0018481546743400312,0.7059431125624404
0.002072778415428636,0.7003500703212143
0.0021567597277679885,0.6979876816631371
0.0022662829984319175,0.6956852681097334
0.0025443346966488307,0.6905349262031393
0.0026287201538983816,0.6882861022648281
0.0027506102588144006,0.684347952601885
0.0028286910554648475,0.6829657770090043
0.002959957322297483,0.6801574548570134
0.003237766533568276,0.6755510111705653
0.0034746762799269305,0.6721815742252543
0.0036183093810116555,0.6692896749058341
0.0036839425144279733,0.6678855138298389
0.0039342698718052346,0.6641157309364846
0.003956012867973941,0.6636098223378974
0.004124864611455083,0.6607698960539291
0.0044911815580594575,0.6555943355049386
0.004690748314715724,0.6517126044714593
0.004996928498682487,0.6468474272135016
0.00517814707641572,0.6439239237621041
0.005324851678817957,0.641476341356957
0.0054280702888827815,0.640040576148984
0.00578468775764238,0.6352793449619295
0.006107114566999143,0.6310020368903474
0.006440534117913319,0.6278105045345059
0.006713251103315605,0.625093195816292
0.006829240692542719,0.6236874181606556
0.007215441568728883,0.618956174525938
0.007533826928983657,0.614656880971241
0.007718844468872759,0.6122992612231042
0.0078560112513943,0.6109234711198047
0.007971111721818976,0.6100455875458705
0.00825627637045539,0.6073502643107713
0.008509109426275885,0.6045606944826136
0.00877439014533051,0.601793110137571
0.008911799414798171,0.5998734218141257
0.009109264617921402,0.5975377875491037
0.009742559692203237,0.5917696697327794
0.009940024895326468,0.5894340354677573
0.01048594384002328,0.5849991917101797
0.010644772789731487,0.583710454420537
0.010826395512374918,0.5824428943241888
0.011045037908792577,0.5801372476115036
0.011394219111204513,0.5775138621704198
0.011538256357199437,0.5766864967102605
0.012170500654714755,0.5709683312048368
0.012910732472235245,0.5656127645128438
0.013320373753212954,0.562646098385037
0.013731954929759616,0.5598154674340031
0.014059958938877124,0.5572371845648977
0.014535960814109508,0.5539596501721658
0.015032493250779998,0.5500906901178486
0.01537617808241323,0.5474913108844307
0.016089978822806706,0.5424912300554487
0.01713598667938376,0.5356344266800304
0.01745639276418953,0.5329568049919979
0.019005965178874536,0.5227252299584539
0.019690263340823487,0.5176957273800094
0.020418289982055967,0.5127457605198921
0.020751467046024024,0.5103356019334293
0.021331819137069788,0.5062820284841333
0.022728786433663654,0.4969581629188962
0.02358379540568066,0.4913756284453354
0.02463020740716791,0.48454929759614607
0.02518938230491925,0.4815172408218691
0.026439806657074964,0.4735129892174138
0.02703018154189366,0.4699170694644272
0.027843967733070366,0.46461493072956245
0.028295074281834497,0.4618484779902682
0.02864950936807902,0.4598167606977158
0.029164066667744386,0.4566019495950468
0.030442377018703826,0.44856932701789554
0.03186601787937083,0.43994091401412894
0.03225003637304192,0.43757747457928514
0.032892626780258324,0.4337355922339514
0.033730904152993096,0.4279966536801436
0.03494236893580562,0.41996783006514815
0.03525331802971274,0.4180390080667324
0.035617937567694276,0.4156623126788342
0.03629318288365477,0.4113162999725181
0.03732528815532097,0.4049487544253868
0.03890104916018688,0.3960333177063968
0.039731890266573984,0.39137716419599416
0.041173475161253824,0.3832709064162046
0.04177977335553436,0.3797554115003476
0.04245615027724341,0.37588669393297663
0.043886338285455635,0.3684100939232771
0.04491375547616354,0.3626531305064744
0.04604762443621785,0.35667582728463115
0.04729230993064873,0.3503775521751079
0.04860036534699882,0.3438569973649752
0.05007072535928483,0.3358725488611196
0.05182131945230282,0.3259114276014808
0.0531309914482937,0.31850636124088655
0.05371457669862106,0.3149599896538903
0.054977125398082735,0.30902471750270777
0.05546209929032154,0.3074244653162838
0.05779862267414604,0.29360529591490325
0.05853222651513927,0.2913947849140788
0.05969349650010508,0.2871089897993825
0.06202799915937859,0.27466989443734946
0.0628434019301961,0.2710202234113063
0.06350700787274284,0.26876735802389307
0.06646583358929177,0.2538970077110849
0.06688477020320406,0.2525654310609612
0.0674134725747264,0.25035976979905916
0.0694413100761409,0.24143261287767342
0.07066498003524144,0.23552150859212082
0.07095976333274058,0.2345812250440518
0.07199380849997575,0.22980415137651758
0.0722792156355583,0.22883889167299828
0.07383129374868652,0.22144708126545853
0.07469584054058423,0.21803084433954636
0.07635412793611278,0.2102587335715094
0.07783863302025575,0.2037776233046121
0.078330639033932,0.202179149355793
0.07907361903684185,0.19999361451041886
0.07974231720525711,0.19816922355679853
0.08015551496144457,0.19690279506619895
0.08151311854378505,0.19273121130312487
0.08362453321262872,0.18341098304207956
0.0852053056143811,0.17955673386249374
0.08695864789278844,0.17215732553064228
0.08824382870722125,0.16679569666499622
0.08947493493266945,0.16243707463748203
0.09024151699833492,0.16071881213727995
0.0915591102345657,0.15448123959326857
0.0920493380106371,0.1533119675390808
0.09280573562456555,0.15052773242373785
0.0937930616401817,0.148188460854524
0.09547050550445368,0.14197901679626246
0.09609644514136989,0.1405125365751144
0.09662821901420973,0.13897549265264553
0.09675827284631178,0.1386888730823324
0.0979709500638549,0.13526891802324642
0.09819112821093132,0.13414725423948012
0.09855130215490066,0.1332646017556055
0.09953458672141484,0.13115229796795938
0.09964839392812687,0.13084142970303433
0.10066772822063079,0.12872185130700464
0.10138936937228213,0.12705879500153575
0.10244992644562634,0.12468492862800887
0.1031551593139236,0.12321044633763883
0.10403554858630111,0.12118131557251167
0.10479526018849318,0.11946378053314798
0.10566093858613945,0.11750125284922161
0.10632414038377601,0.11607049903813511
0.10696066861733942,0.11463885610824617
0.1073302187232254,0.11378117977982186
0.1082199841575195,0.11177702517014501
0.10905979728091303,0.11002416786562991
0.11013660097964725,0.10767455018671494
0.11058010960409964,0.10681646971338044
0.11093470634830824,0.10603679335262452
0.11206130069997897,0.10377447097431255
0.11319403805428474,0.10141434552773243
0.11522042063402253,0.09586915404387397
0.11577345252913884,0.09468864676118269
0.11722651513926832,0.09175633295074283
0.1192491795858323,0.0850526196673079
0.12032881229893791,0.08289610242648605
0.1214124864611455,0.08054575728673273
0.12212426647698799,0.0789991755443832
0.12375394041287442,0.07574475824051471
0.12375394041287442,0.07574475824051471
0.12467741153267915,0.07387106160785012
0.12551520393152168,0.07219854831148256
0.12749801968994,0.06833791364231559
0.12831754473884155,0.06675463554211998
